id	en	hu
1109	Az illetékbélyegeket 1869-től gyártották Magyarországon az önálló Pénzügyminisztérium által irányított Államnyomdában.	Az illetékbélyegeket 1869-től gyártották Magyarországon az önálló Pénzügyminisztérium által irányított Államnyomdában.
1110	Ezután mindkét fél több százmillió dollárt költött újabb hadifelszerelésre (pl.	Ezután mindkét fél több százmillió dollárt költött újabb hadifelszerelésre (pl.
1111	Aki az ő világát paradicsomként látja, feléleszti a megvilágosodási energiáit.	Aki az ő világát paradicsomként látja, feléleszti a megvilágosodási energiáit.
1112	A díj célja a két ország jó kapcsolatának elmélyítése.	A díj célja a két ország jó kapcsolatának elmélyítése.
1113	A programfejlesztő környezet könnyebben kezelhetővé vált, és a sebessége is megnőtt.	A programfejlesztő környezet könnyebben kezelhetővé vált, és a sebessége is megnőtt.
1114	Öt, a sérüléseik és amputációik hosszú távú hatásaitól szenvedő tengerészt 1916-ban hazaszállítottak Németországba.	Öt, a sérüléseik és amputációik hosszú távú hatásaitól szenvedő tengerészt 1916-ban hazaszállítottak Németországba.
1115	A település utcáit botanikusokról és természettörténészekről nevezték el.	A település utcáit botanikusokról és természettörténészekről nevezték el.
1116	A közeli Shahroud-síkságon is sok hasonló helyszín található.	A közeli Shahroud-síkságon is sok hasonló helyszín található.
1117	Szülői beleegyezést nem kértek a bennszülötteknél, habár a nem bennszülötteknél kértek.	Szülői beleegyezést nem kértek a bennszülötteknél, habár a nem bennszülötteknél kértek.
1118	A külföldön élő szíriaiak tovább folytatták hazájuk nagykövetségei előtt a tüntetéseket.	A külföldön élő szíriaiak tovább folytatták hazájuk nagykövetségei előtt a tüntetéseket.
1119	A közepén egy személy megtalálja, álmait és céljait.	A közepén egy személy megtalálja, álmait és céljait.
1120	Végül ártatlanok gyanúsításáért és idősebb hölgyekkel való minősíthetetlen viselkedésért letartóztatják.	Végül ártatlanok gyanúsításáért és idősebb hölgyekkel való minősíthetetlen viselkedésért letartóztatják.
1121	A terrorakciót követő órákban megkezdődött a tényleges keresési és mentési akció.	A terrorakciót követő órákban megkezdődött a tényleges keresési és mentési akció.
1122	1990-ben két új (2-es és 3-as) belföldi terminál épült tőle délre.	1990-ben két új (2-es és 3-as) belföldi terminál épült tőle délre.
1123	A települést 1463-ban csatolták San Marinóhoz, az utolsó területi bővítés részeként.	A települést 1463-ban csatolták San Marinóhoz, az utolsó területi bővítés részeként.
1124	Miután elítélték, felakasztották és megcsonkították őket, nem vállalt több bűnügyet.	Miután elítélték, felakasztották és megcsonkították őket, nem vállalt több bűnügyet.
1125	Az együttműködés és az egység felmutatása nélkül ezt a háborút nem nyerhetjük meg.	Az együttműködés és az egység felmutatása nélkül ezt a háborút nem nyerhetjük meg.
1126	A repülőtérnek két, egymással rövid folyosók és egy tranzitterület által összekötött terminálja van: A déli terminál az 1970-es években épült és az 1990-es évek végén modernizálták.	A repülőtérnek két, egymással rövid folyosók és egy tranzitterület által összekötött terminálja van: A déli terminál az 1970-es években épült és az 1990-es évek végén modernizálták.
1127	Dohányzás újbóli elkezdése általában nem enyhítette a betegséget.	Dohányzás újbóli elkezdése általában nem enyhítette a betegséget.
1128	A mérés meghatározásának a társadalomtudományokban hosszú története van.	A mérés meghatározásának a társadalomtudományokban hosszú története van.
1129	Az ásványok közötti különbség felhasználható az egyensúly hőmérsékletének becslésére.	Az ásványok közötti különbség felhasználható az egyensúly hőmérsékletének becslésére.
1130	Főleg Genovában tartózkodott, bár átutazott távoli városokba, így töltött némi időt a szicíliai Palermóban is.	Főleg Genovában tartózkodott, bár átutazott távoli városokba, így töltött némi időt a szicíliai Palermóban is.
1131	A Me 163A és a régebbi Me 163B gépeket a pilóták kiképzéséhez használták.	A Me 163A és a régebbi Me 163B gépeket a pilóták kiképzéséhez használták.
1132	A címer egésze a tartomány békéjét és nyugalmát jelképezi.	A címer egésze a tartomány békéjét és nyugalmát jelképezi.
1133	A rakétát széles körben exportálták, így sok ország tulajdonába került.	A rakétát széles körben exportálták, így sok ország tulajdonába került.
1134	Szükség esetén az elnök ebből az irodából is intézhet beszédet az országához.	Szükség esetén az elnök ebből az irodából is intézhet beszédet az országához.
1135	A város virágzott, míg 412-ben a vizigótok foglalták el.	A város virágzott, míg 412-ben a vizigótok foglalták el.
1136	A fejlesztési támogatás mértéke 2010-ben történelmi csúcsra ért.	A fejlesztési támogatás mértéke 2010-ben történelmi csúcsra ért.
1137	A két nő mély és tartós barátságot kötött.	A két nő mély és tartós barátságot kötött.
1138	Kutatási területei a családszociológia, családpolitika és az állami kapacitás.	Kutatási területei a családszociológia, családpolitika és az állami kapacitás.
1139	A víztározó építése a folyók áramlásának szabályozására és a növekvő gazdasági igények kielégítésére irányult.	A víztározó építése a folyók áramlásának szabályozására és a növekvő gazdasági igények kielégítésére irányult.
1140	Oroszország meghódította a várost 1770-ben, 1774-ben és 1806-ban, de a hadakozások befejeztével újra visszatérítette.	Oroszország meghódította a várost 1770-ben, 1774-ben és 1806-ban, de a hadakozások befejeztével újra visszatérítette.
1141	Az események legtöbbjét és a híd összeomlását én találtam ki.	Az események legtöbbjét és a híd összeomlását én találtam ki.
1142	A város vezetősége ipartelepítéssel próbálta ellensúlyozni ezt a veszteséget.	A város vezetősége ipartelepítéssel próbálta ellensúlyozni ezt a veszteséget.
1143	Hamász megölt további két katonát egy öngyilkos merényletben.	Hamász megölt további két katonát egy öngyilkos merényletben.
1144	Az NSR125 név az NSR500 GP versenymodellből származik.	Az NSR125 név az NSR500 GP versenymodellből származik.
1145	Összegyűjti a nyereményeit, elmenekül a kastélyból, és egy vonatállomásra érkezik.	Összegyűjti a nyereményeit, elmenekül a kastélyból, és egy vonatállomásra érkezik.
1146	Létezik más dokumentált, bizonyítottan hatékony és ismételhető megoldás.	Létezik más dokumentált, bizonyítottan hatékony és ismételhető megoldás.
1147	A pozíciót a király hatalmának ellenőrzésére és korlátozására vezették be.	A pozíciót a király hatalmának ellenőrzésére és korlátozására vezették be.
1148	A Sziklás-hegység több száz mérföld széles, és megszakítás nélkül húzódik Új-Mexikótól Alaszkáig.	A Sziklás-hegység több száz mérföld széles, és megszakítás nélkül húzódik Új-Mexikótól Alaszkáig.
1149	A botocskák méretét és az egyéb kellékeket az állami és a törzsi törvények írják elő.	A botocskák méretét és az egyéb kellékeket az állami és a törzsi törvények írják elő.
1150	A felhasználók kibővíthetik a környezetet, de nem módosíthatják a kódját.	A felhasználók kibővíthetik a környezetet, de nem módosíthatják a kódját.
1151	Természetfeletti erők: „Egy lévén megsokszorozódik, számos lévén eggyé válik.	Természetfeletti erők: „Egy lévén megsokszorozódik, számos lévén eggyé válik.
1152	Ha az üzenetet nem tudják kézbesíteni, az RMS és/vagy az RMD hibát dob.	Ha az üzenetet nem tudják kézbesíteni, az RMS és/vagy az RMD hibát dob.
1153	Legutolsóként a típus még további három évig szolgált Új-Zélandon.	Legutolsóként a típus még további három évig szolgált Új-Zélandon.
1154	Az 1947-es magyar–szlovák lakosságcsere nagymértékben hozzájárult a hívek számának csökkenéséhez.	Az 1947-es magyar–szlovák lakosságcsere nagymértékben hozzájárult a hívek számának csökkenéséhez.
1155	A csatát követően Vukovár a horvát ellenállás és szenvedés jelképévé vált.	A csatát követően Vukovár a horvát ellenállás és szenvedés jelképévé vált.
1156	Az első két primoriálisra, 2-re és 6-ra ez egyértelmű.	Az első két primoriálisra, 2-re és 6-ra ez egyértelmű.
1157	Hol tárolták és hol készítették elő fogyasztásra/feldolgozásra a növényeket?	Hol tárolták és hol készítették elő fogyasztásra/feldolgozásra a növényeket?
1158	A hidrogénezés redukálja a szénhidrogének kettős és hármas kötéseit.	A hidrogénezés redukálja a szénhidrogének kettős és hármas kötéseit.
1159	Nappalijából élvezhette a gyönyörű kilátást a Lys folyóra.	Nappalijából élvezhette a gyönyörű kilátást a Lys folyóra.
1160	Elsősorban az 1970-es évek végén és az 1980-as évek során végzett DNS–DNS-hibridizációs kutatásokra épül.	Elsősorban az 1970-es évek végén és az 1980-as évek során végzett DNS–DNS-hibridizációs kutatásokra épül.
1161	Az L, dv, D és k változók inicializálása lineáris időben megoldható.	Az L, dv, D és k változók inicializálása lineáris időben megoldható.
1162	Ez a refrakciós szög meghatározása független a rezgésektől és más környezeti zavaroktól.	Ez a refrakciós szög meghatározása független a rezgésektől és más környezeti zavaroktól.
