id	en	fa
841	In 2012 an attack on the scheme with perturbations was presented that required a few thousand signatures for standard security parameters	در سال 2012 یک حمله به طرح با آشفتگی ارائه شد که تنها نیاز به چند هزار امضا برای پارامترهای امنیتی استاندارد داشت
842	However, with the increasing diversity in the United States combined with an added cultural awareness, competence was not serving the needs of all medical professionals	با این حال، با افزایش تنوع در ایالات متحده همراه با آگاهی فرهنگی اضافه شده‌است، شایستگی خدمتی به همه نیازهای متخصصان پزشکی نبود
843	Ada is a ten-year-old girl who has never left her apartment in London	آدا یک دختر ده ساله است که هرگز آپارتمان خود را در لندن ترک نکرده‌است
844	From which comes modified titles such as First Sea Lord and Lord of the Manor	ق) نویسنده، مترجم و از فضلای عهد فتحعلی شاه و محمد شاه و اوایل عهد ناصری است
845	Conor McGregor has claimed to use the Law of Attraction	کونور مک‌گرگور ادعا کرده که از قانون جذب استفاده می‌کند
846	Pulling hairs after a session can be more painful as well as counteract the effects of the treatment	کشیدن موها پس از یک جلسه می‌تواند دردناک تر و همچنین مقابله با اثرات درمان است
847	In The Lord of the Rings, the orcs spoke Black Speech, the language of Mordor	در ارباب حلقه‌ها، اورک‌ها سیاه گفتار هستند و به زبان موردور (شیطانی) صحبت می‌کنند
848	Eliab, in turn, taught Dədəq Wäldä Mariam and Täwanäy	به کوشش مرضیه هدایت و شهره دریایی؛ با همکاری راضیه رحیمی‌پور و مریم حاتمی
849	"He later said himself: ""That was a bad day"	آستین در خاطرات خود نوشته‌است: «آن روز بسیار بد بود
850	French might be the language of love, but German is the language of anger	فرانسوی زبان عشق است ولی آلمانی زبان خشم و عصبانیت.»
851	Behold, there is brought to thee this , Living forever, and ever	حاصل چنین فکری همان است که «بنشین بر لب جوی و گذر عمر ببین»
852	"Other similar images are of Mary alone, especially as statues; these are called Maria gravida (""Pregnant Mary"") and are covered below"	نصیریه بر این باورند که مسیحیان نجران به این اعتراف کرده‌اند که فاطمه همچون مریم جایگاهی رفیع دارد
853	October 2010) The Giant Diamond Robbery (January 2011) Save the White Whale	اکتبر ۲۰۱۰) سرقت یک غول الماس (ژانویه ۲۰۱۱) نجات نهنگ سفید
854	It is connected to the municipal grid providing electricity to Hawaii	این دستگاه به شبکه شهری متصل است که برق را برای هاوایی فراهم می‌کند
855	The four Rockwell paintings are thought to have influenced the adoption of Roosevelt's Four Freedoms as a goal	به نظر می‌رسد که نقاشی‌های چهارگانه راکول بر پذیرفته‌شدن آزادی‌های چهارگانه روزولت به عنوان یک هدف، مؤثر بوده‌است
856	Workbooks are often used in schools for younger students, either in middle school or elementary school	کتاب‌های منبع اغلب در مدارس برای دانش آموزان جوانتر، چه در مدارس متوسطه یا مدرسه ابتدایی به کار گرفته می‌شوند
857	According to official sources, the use of Spanish has increased while the knowledge and use of indigenous languages have decreased considerably during the last four decades (1960–2000	طبق منابع رسمی، کاربرد زبان اسپانیایی در حالی افزایش یافته که دانستن و استفاده از زبان‌های بومی بطور چشمگیری طی چهار دهه اخیر (۲۰۰۰–۱۹۶۰) کاهش یافته‌است
