id	en	ur
782	Encountering a new culture also started my habit of comparative reading	ایک نئے ثقافتی تعلق سے مجھ میں تقابلی خواندگی کی عادت پیدا ہو گئی
783	Would you all like to stand up for a moment	کیا آپ سب ایک لمحے کے لیے کھڑے ہونگے؟
784	It's not about saving Christians. It's about saving people	یہ کرسچینوں کو بچانے کیلئے نہیں ہے- یہ لوگوں کو بچانے کیلئے ہے
785	And conversely, that highlights those who do not have the sticker	اور اس کے برعکس، دکھاتے ہیں کہ کن کے پاس یہ سٹیکر نہیں ہے
786	Originally, when pencils were handmade, they were made round	ابتداء میں، جب پینسلیں ہاتھ سے بنتی تھیں، وہ گول بنائی جاتی تھیں
787	Virtually no North Korean is allowed to leave the country	حقیقت یہی ھے کہ کسی کوریا کے باشندے کو کوریا سے باہر جانے کی اجازت نہیں ھے
788	So as I showed you, they're usually found on these seals that are very, very tiny	جیسا میں نے دکھایا، جو ذیادہ تر ان مہروں پر پائی جاتی ہے۔ جو بہت ہی چھوٹی ہے
789	When I got there, the 70-year-old man was lying on the floor, blood was gushing out of his neck	جب میں وہاں پہنچا، تو وہ 70 سالہ شخص زمین پر لیٹا ہوا تھا، اور خون اس کی گردن سے نکل رہا تھا
790	And you are the people. I'm just a solitary scholar	اور اصل تو آپ لوگ ہیں۔ میں تو ایک انفرادی عالمہ ہوں
791	My soul is always soothed by the giant live oak trees, shading lovers, drunks and dreamers for hundreds of years, and I trust a city that always makes way for music	میری روح ہمیشہ بلوط کے دیوہیکل درختوں سے پرسکون ہوتی ہے، جو صدیوں سے محبت کرنے والوں، شرابیوں اور خواب دیکھنے والوں پر سایہ کیے ہوئے ہیں، اور میں ایسے شہر پر اعتبار کرتی ہوں جو ہمیشہ موسیقی کے لیے جگہ بناتا ہے
792	And if you tested him, he would answer every question correctly on that topic	اور اگر آپ اس کا امتحان لیں ، وہ اس موضوع پر ، ہر سوال کا درست جواب دیگا
793	But for all that, it has a lot of holes	یہ سب کہنے کے باوجود، اس میں کافی خلا ہیں
794	Again, the winning algorithms were able to match the diagnoses given by human ophthalmologists	اس بار بھی جیتنے والے الگرتھم کے نتائج انسانی ماہرِ چشم سے ملتے جلتے تھے
795	And many of them, almost most of them, are more likely to text their friends than they are to talk to them face to face	اور ان میں سے زیادہ تر اپنے دوستوں کوپیغام بھیجتے ہیں. بجائے ان سے آمنے سامنے بات کرنے کے
796	"They ask us questions like, ""Why do we have to follow rules"	"وہ ھم سے سوال کرتے ھیں جیسے، ""ھمارے لیے قوانین پر عمل کرنا کیوں ضروری ھے؟"
797	And I realized he doesn't know where the women's room is in his office	مجھے احساس ہوا جیسے وہ نہیں جانتے، کہ خواتین کا غصل خانہ کہاں ہے
798	"I said, ""Tell me about the men and women who painted these"	"میں نے کہا ""مجھے ان مرد و خواتین کے بارے میں بتائیں جنھوں نے یہ بنائیں"
799	And it reminded me that even people who grow up in cities feel a natural connection with the natural world and with animals	اور اس نے مجھے یاد دلایا شہروں میں پلنے بڑھنے والے لوگ بھی ایک قدرتی تعلق محسوس کرتے ہیں قدرتی دنیا کے ساتھ اور جانوروں کے ساتھ
800	So in a traditional model, most of the teacher's time is spent doing lectures and grading and whatnot	تو ایک روایتی ماڈل میں، استاد کا زیادہ تر وقت خرچ ہورہا ہے لیکچرز اورامتحان کی گریڈنگ اور کافی کچھ میں
801	I met Jim and Shirley in their 80s	جم اور شرلی سے میری ملاقات اس وقت ہوئی جب وہ 80 برس سے اوپر کے تھے
802	But I came to realize that that didn't really help, because it was even helping the lions to see through the cowshed	پھر مجھے احساس ہوا کہ یہ مفید نہیں ہے ، کیونکہ اس سے شیروں کو گاۓ کا باڑہ نظر آجاتا تھا
803	CA: But it's alleged that you've stolen 1.7 million documents	سی اے: لیکن مبینہ طور پرکہا جاتا ہے کہ آپ نے چرائی ہیں 1.7 ملین دستاویزات
804	So with this tool, this boundary has been broken	تو اس آلے سے یہ حد ختم ہوگئی ہے
805	We had heard this story about lost gold from a Gold Rush-era robbery, and we wanted to go up there	ہم نے کھوئے ہوئے سونے کی کہانی سن رکھی تھی جو سونے کی تلاش کی دوڑ کے زمانے میں کی گئی ڈکیتی کے بارے میں تھی، اور ہم چاہتے کہ وہاں جائیں
806	He suffered from anxiety, poor appetite, sleep disturbance and showed signs of anger	وہ بے چینی، بھوک نہ لگنا، نیند میں خلل اور بیوجہ غصے میں مبتلا تھا
807	Like fundamentalists of all religious stripes, they have no questions, only answers	ہر مذہب کہ بنیاد پرستوں کی طرح انکے پاس بھی کوئی سوال نہیں ہیں، صرف جواب ہیں
808	I started to sell everything, from hair oil to diesel generators	میں نے سب کچھ بیچنا شروع کر دیا، بالوں کے تیل سے لے کر ڈیزل جنریٹر تک
809	Take any comparative question not involving value, such as which of two suitcases is heavier	کوئی سا تقابلی سوال لیں جس میں اوصاف کا دخل نہ ہو، جیسے دو صندوقوں میں سے وزنی کونسا ہے
810	And you hear cars whizzing back and forth, and you had a horrible accident that landed you in this situation	اور اپ صرف گاڑیوں کی آگے پیچھے گزرنے کی رفتار سن سکتے ہوں, اور آپ کے سا تھ ایک خوفناک حادثا ہو, جو آپ کو اس صورتحال میں اترے
811	The other half of the story is this incredible boom in fish farming and aquaculture, which is now, only in the last year or two, starting to exceed the amount of wild fish that we produce	کہانی کا دوسرا نصف یہ ہے کہ فش فارم اور سمندری زراعت میں شانداراضاافہ ہوا ہے، پچھلے ایک دو سالوں میں تو اس کی پیداوار، مجموعی ماہی گیری سے بڑھ چکی ہے
812	Now, we aren't really used to talking about this, about talent, about creativity, in this way	لیکن ھم عام طور پر اس پہلو پر بات کرنے کے عادی نہیں، کسی کی صلاحیتوں اور تخلیقی پن کے بارے میں
813	I have two medical certificates to prove it	اور یہ ثابت کرنے کے لئے میرے پاس دو میڈیکل سرٹیفکیٹ موجود ہیں
814	An opera singer must start training young to learn acrobatics, so I tried everything I could to go to opera school	اوپیرا سنگر بننے کے لئے بچپن سے تربیت کی ضرورت ہوتی ہے . تاکہ کرتب سیکھ سکیں , میں نے اوپیرا جانے کے لئے تمام کوششیں کر ڈالیں
815	And could this be a goal for educational technology in the future	اور کیا یہ مستقبل میں تعلیمی ٹیکنالوجی کا مقصد ہوسکتا ہے؟
816	There are trends, but the stories are always unique	کچھ رجحانات تو ہیں، مگر کہانیاں ہمیشہ منفرد ہوتی ہیں
817	Every blank space was covered with the portraits of Kim Il-Sung and Kim Jong-Il, like everywhere else in North Korea	اور ہر خالی جگہ پر کم ال سنگ، یا کم ال جانگ کی تصویر آویزاں تھی اور پورے شمالی کوریا کے یہی حالات تھے
818	we got shuffled down two levels and thought, well, here comes the janitor again	اور ہم نے دو منزلوں کو گڈمڈ کیا اور سوچا، لو یہاں ایک بار پھر خاکروب آ گیا
819	And we think it's for all of these reasons that they take more risks with things like alcohol and drug use; crash dieting; cosmetic surgery; unprotected, earlier sex; and self-harm	اور ہمیں لگتا ہے کہ ان وجوہات کی بنا پر انہیں زیادہ خطرہ ہے شراب اور منشیات سے، بےتحاشا ڈائیٹنگ، کاسمیٹیک سرجری، نو عمری میں غیر محفوظ جنسی تعلقات سے; اور خود اذیتی سے
820	Later in Burma, I came across Rohingya fighters, who were barely teenagers, born and brought up in the jungle, carrying machine guns and grenade launchers	بعد میں برما میں میں روہینگیا جنگجوؤں سے ملا جنہوں نے بہ مشکل لڑکپن میں قدم رکھا تھا اور جو جنگل میں پیدا اور جوان ہوئے تھے ان کے ہاتھوں میں بم اور مشین گنیں تھیں
